loan_id,customer_id,branch_id,loan_type,loan_amount,approved_amount,outstanding_balance,interest_rate,term_months,start_date,end_date,monthly_payment,loan_status,collateral_type,purpose,days_past_due,num_missed_payments,credit_score_at_origination,approved_by
LOAN000149,CUST004757,BR009,Mortgage,1966.99,"$1,901.61",671.37,3.992,36.0,2012-10-02,09/17/2015,54.64,Active,Savings,Emergency,0.0,0.0,329.0,Christopher Matthews
LOAN000150,CUST000620,BR023,auto,11478.5,9614.32,"$8,674.18",4.462,360.0,06-03-2020,NULL,31.88,Active,Property,Education,,0.0,353.0,Dana Williams
LOAN000151,CUST000533,BR016,Mortgage,,14661.0,5280.07,16.914,24.0,09/16/2021,06/09/2023,674.17,Defaulted,Savings,Home improvement,106.0,3.0,428.0,Sarah Mcclure
LOAN000152,CUST001884,BR004,Business,"5648,26",5477.91,1236.11,10.182,60.0,NULL,"August 20, 2024",94.14,Late,none,Business expansion,17.0,23.0,486.0,Gregory Pierce
LOAN000153,CUST000674,BR001,Auto,30336.3,28096.05,"$28,252.73",12.824,360.0,"February 22, 2022",18/09/2051,84.27,Active,N/A,Education,0.0,,746.0,James Gray
LOAN000154,CUST002896,,mortgage,52059.09,50635.67,40108.85,2.529,60.0,NULL,99/99/9999,867.65,Defaulted,N/A,Business expansion,305.0,23.0,,
LOAN000155,CUST004154,BR001,Business,48800.44,48682.64,33625.01,16.513,360.0,2023-04-14,2052-11-07,,Paid Off,Property,Medical,,0.0,613.0,Allen Norman
LOAN000156,,BR041,Student,32946.79,31864.12,,8.66,48.0,"July 13, 2022",22/06/2026,686.39,Delinquent,property,Medical,124.0,9.0,346.0,Don Smith
LOAN000157,CUST003752,BR042,Student,29229.12,24692.94,10297.75,11.216,,16-11-26,36-08-13,121.79,Current,Savings,Debt consolidation,0.0,0.0,709.0,
LOAN000158,CUST004060,,auto,15235.09,15061.22,4408.86,5.421,84.0,"May 01, 2018",25-03-2025,181.37,DELINQUENT,none,Education,344.0,13.0,830.0,
LOAN000159,CUST000923,BR001,Personal,84515.53,71343.2,15084.42,12.853,360.0,06/24/2017,47-01-18,234.77,Paid Off,,Business expansion,,0.0,504.0,
LOAN000160,CUST003381,BR019,Business,21632.18,19978.49,10191.13,17.402,84.0,17/08/2019,"July 11, 2026",257.53,closed,N/A,Emergency,,,824.0,Jose Monroe
LOAN000161,CUST001905,BR028,Mortgage,37519.28,,17010.72,3.471,36.0,"September 25, 2011",2014-09-09,,Active,none,Education,,0.0,523.0,Nicholas Walker
LOAN000162,CUST000902,BR003,Mortgage,3427000.0,31208.61,31080.77,12.062,48.0,01-05-2012,"April 10, 2016",71396.0,Delinquent,Stocks,Business expansion,47.0,2.0,625.0,Sherry Walters
LOAN000163,CUST000227,BR012,Personal,14371.77,14109.78,12613.62,9.8,360.0,04/02/2023,2052-08-30,39.92,Paid Off,Property,Business expansion,0.0,,384.0,Donald Thompson
LOAN000164,CUST001756,BR041,Auto,11950.64,"$9,735.12",820939.0,9.51,240.0,"November 27, 2015","August 14, 2035",49.79,Completed,None,Debt consolidation,,,602.0,Brian Terry
LOAN000165,CUST004555,BR019,Personal,70055.58,67381.52,48950.75,4.934,48.0,12-10-2017,"September 21, 2021",1459.49,paid off,N/A,Emergency,,0.0,630.0,Bethany Hutchinson
LOAN000166,CUST004148,BR041,Mortgage,69037.86,58790.2,26994.98,3.609,60.0,06/13/2015,17/05/2020,USD 1150.63,Defaulted,None,Business expansion,180.0,9.0,720.0,
LOAN000167,CUST001130,BR016,Mortgage,41231.6,34767.5,,7.351,360.0,29/09/2016,25/04/2046,USD 114.53,Defaulted,property,Emergency,226.0,5.0,591.0,Jose Perry
LOAN000168,CUST002882,BR013,Personal,18628.73,15868.88,6144.49,14.638,12.0,99/99/9999,,1552.39,PAID OFF,Savings,Debt consolidation,,0.0,845.0,Cheryl Rice
LOAN000169,CUST001394,BR046,Mortgage,49074.5,"$43,124.25",44930.94,15.573,180.0,15/08/2018,28/05/2033,272.64,PAST DUE,None,Education,98.0,15.0,687.0,Cindy Bryan
LOAN000170,CUST001854,BR005,Mortgage,34250.55,27849.93,33735.81,8.989,12.0,"January 26, 2015",01/21/2016,USD 2854.21,Paid Off,,Education,0.0,0.0,450.0,David Harper
LOAN000171,CUST004145,BR030,Personal,"$10,787.20",1044997.759477127,6188.37,14.39,48.0,03-12-2011,12-11-2015,224.73,Defaulted,PROPERTY,Emergency,133.0,6.0,764.0,Melissa Kirby
LOAN000172,CUST000517,,Home Equity,45968.43,42949.66,43641.66,3.406,36.0,"December 02, 2013",16-11-16,,Defaulted,,Emergency,35.0,5.0,635.0,Sharon Nelson
LOAN000173,CUST003383,BR025,Home Equity,88869.96,80149.01,50887.66,5.303,24.0,11-05-2018,30-04-2020,3702.92,Delinquent,,,99.0,12.0,683.0,Anne Gilbert
LOAN000174,CUST004110,BR043,Personal,12880.57,12584.24,11754.69,9.282,48.0,2011-09-21,"August 31, 2015",268.35,Paid Off,PROPERTY,,,0.0,760.0,Benjamin Bowers
LOAN000175,CUST001282,BR009,Personal,51540.54,41317.44,30484.16,14.76,120.0,,10/02/2022,429.5,Delinquent,Savings,Wedding,179.0,23.0,,Lee Davenport
LOAN000176,CUST003840,BR005,Auto,,44820.22,,6.686,12.0,"April 08, 2016",03/04/2017,4168.58,Active,,Vehicle purchase,,,446.0,Christopher Edwards
LOAN000177,CUST002070,BR028,Mortgage,USD 77002.70,75061.05,46975.91,5.672,120.0,04/12/2013,23-10-13,641.69,paid,Savings,Wedding,0.0,,,Veronica Allen
LOAN000178,CUST001825,BR013,Auto,4800.91,4059.19,4466.12,8.668,36.0,18-03-2014,NULL,,Active,Savings,,,0.0,570.0,Gwendolyn Cohen
LOAN000179,CUST001698,BR005,Home Equity,14109.44,11957.9,3092.98,15.886,240.0,08/01/2011,25/09/2030,58.79,Delinquent,Vehicle,Education,139.0,18.0,676.0,Sean Mathis
LOAN000180,CUST003260,BR047,business,31043.2,30970.57,26412.53,9.768,240.0,15-11-07,2035-07-25,129.35,Defaulted,None,Wedding,152.0,22.0,822.0,Kimberly Hodge
LOAN000181,CUST002926,BR009,Auto,66849.29,,48029.4,16.815,240.0,01/05/2011,2030-09-22,278.54,Delinquent,,Medical,356.0,5.0,794.0,Peter Lewis
LOAN000182,CUST004940,BR012,Auto,12207.89,10168.53,4592.36,14.751,24.0,08/23/2017,08/13/2019,508.66,Defaulted,PROPERTY,Vehicle purchase,307.0,4.0,652.0,Chelsea Gibbs
LOAN000183,,BR011,Student,17234.35,14147.36,3560.06,,36.0,16-11-24,19-11-09,USD 478.73,Past Due,property,Debt consolidation,63.0,13.0,371.0,Jessica Rojas
LOAN000184,CUST000226,BR023,Student,31058.61,27839.7,16627.24,15.648,,22-04-23,17/03/2029,369.75,Default,N/A,Travel,111.0,4.0,305.0,Samuel Mann
LOAN000185,CUST002447,BR030,Personal,8394.72,"$8,283.20",5343.49,13.582,12.0,08-05-2016,03/05/2017,699.56,Charged Off,property,Medical,84.0,13.0,477.0,Renee Brown
LOAN000186,CUST004329,BR022,Auto,29452.1,,21916.02,10.334,180.0,10-07-05,17-04-2025,163.62,Default,Stocks,Travel,230.0,19.0,568.0,Sandra Madden
LOAN000187,CUST001925,BR018,Student,23169.12,19167.3,18280.99,13.523,,2021-04-28,"March 22, 2028",275.82,Active,none,Wedding,0.0,0.0,667.0,Katie Mullins
LOAN000188,CUST002284,BR035,Mortgage,,4902.0,2572.73,10.613,24.0,07/14/2014,07/03/2016,245.57,Past Due,None,Debt consolidation,329.0,14.0,578.0,Kelly Ward
LOAN000189,CUST000627,BR013,Student,,44432.41,45887.2,13.337,36.0,2013-05-25,09/05/2016,1338.91,Current,Savings,Business expansion,0.0,,501.0,Michael Cobb
LOAN000190,CUST003441,BR029,Business,64398.31,60500.82,31773.67,13.47,180.0,16/08/2014,05/29/2029,357.77,Paid Off,Stocks,Travel,0.0,0.0,755.0,
LOAN000191,CUST004561,BR043,Home Equity,35347.95,32751.46,18819.28,8.5,360.0,2018-07-10,2048-02-03,98.19,delinquent,none,Vehicle purchase,257.0,6.0,313.0,Edward Clements
LOAN000192,CUST002995,BR024,Student,20123.93,18364.22,16202.7,15.54,36.0,"December 31, 2010",15-12-2013,559.0,Active,N/A,,0.0,0.0,632.0,Dennis Huerta
LOAN000193,CUST003558,BR029,Business,44351.16,,28925.81,6.827,360.0,27/07/2011,19-02-2041,,Paid Off,Savings,,,,403.0,Alex Robertson
LOAN000194,CUST002960,BR017,home equity,USD 6664.55,6272.4,1042.14,,48.0,NULL,29/07/2019,138.84,Active,Stocks,Medical,,0.0,698.0,Douglas Rivas
LOAN000195,CUST004100,BR012,Auto,17886.45,17523.96,13581.02,,84.0,18-01-31,25-12-2024,212.93,Active,Stocks,Debt consolidation,,,783.0,Allison Gardner
LOAN000196,CUST003569,BR010,Personal,41416.19,34101.32,36578.92,15.157,48.0,2016-07-29,08/07/2020,"862,84",paid off,N/A,Emergency,,0.0,449.0,Bonnie Johnson
LOAN000197,,BR009,Auto,,36971.28,31700.09,11.031,360.0,2010-09-18,13-04-2040,111.45,Defaulted,Property,Emergency,197.0,16.0,719.0,Michael Brown
LOAN000198,,BR013,Auto,26548.94,24775.82,18566.65,15.033,36.0,13/06/2013,99/99/9999,737.47,Delinquent,N/A,Medical,331.0,19.0,316.0,Jodi Rodriguez
LOAN000199,CUST001243,BR011,Personal,2102.6,1856.59,262.24,8.038,12.0,2019-12-08,02/12/2020,"175,22",Defaulted,,Business expansion,119.0,18.0,658.0,Andrea Galloway
LOAN000200,CUST002004,BR019,Personal,12739.17,10929.42,USD 6442.51,5.601,84.0,"May 31, 2017",24-04-24,151.66,Active,Vehicle,Debt consolidation,,,486.0,
LOAN000201,CUST000664,BR025,Auto,46893.45,41879.48,17028.48,15.561,240.0,15-06-2018,99/99/9999,195.39,Paid Off,N/A,Travel,,0.0,839.0,Jeffrey Roberts
LOAN000202,CUST004282,BR035,Home Equity,40953.17,33441.48,,15.237,240.0,"July 27, 2013",04/13/2033,170.64,Active,Stocks,,0.0,0.0,806.0,Mr. Marcus Lee Jr.
LOAN000203,CUST003513,BR006,Mortgage,67824.35,61045.77,47353.69,12.259,84.0,2010-03-04,26-01-2017,807.43,Active,Savings,Business expansion,0.0,,326.0,Melissa Collins
LOAN000204,CUST000490,BR030,Business,20357.33,19545.56,8883.67,2.643,60.0,05/03/2020,04/07/2025,,Paid Off,none,Home improvement,,0.0,484.0,Amanda Allen
LOAN000205,CUST002364,BR045,Personal,23275.68,19595.51,22737.49,8.745,120.0,26-12-2010,03-11-2020,193.96,Paid Off,Stocks,Wedding,0.0,0.0,540.0,
LOAN000206,CUST004431,BR034,mortgage,1091.97,991.97,857.86,9.737,240.0,26/12/2012,09/12/2032,4.55,late,None,Vehicle purchase,143.0,19.0,759.0,Alexander Yates
LOAN000207,CUST001728,BR001,Business,30638.31,26681.45,2357.53,17.357,120.0,15-06-02,2025-04-10,255.32,charged off,Property,Business expansion,127.0,17.0,324.0,Veronica Watson
LOAN000208,CUST001877,BR027,Home Equity,48615.91,45566.03,USD 16146.14,9.63,84.0,2017-06-29,24-05-23,$578.76,Delinquent,,Home improvement,51.0,1.0,358.0,Robert Franklin
LOAN000209,CUST003673,BR028,Mortgage,28779.86,25407.16,8374.32,11.929,84.0,03/19/2015,10-02-2022,342.62,past due,N/A,Vehicle purchase,96.0,6.0,590.0,Darlene Paul
LOAN000210,CUST003936,BR039,Auto,37820.56,30715.78,22540.25,6.642,36.0,13-08-24,08/08/2016,1050.57,Paid Off,,Vehicle purchase,0.0,,667.0,Eric Tucker
LOAN000211,CUST000941,BR045,student,,62735.84,,11.082,12.0,23-07-2010,2011-07-18,5794.83,Paid Off,N/A,,,0.0,334.0,Carolyn Velazquez
LOAN000212,CUST002908,BR004,Mortgage,32988.75,31442.26,3244343.0,3.164,120.0,2022-09-22,2032-07-31,274.91,PAID OFF,property,Wedding,0.0,0.0,406.0,Timothy Campos
LOAN000213,CUST001537,BR040,Auto,52464.08,47929.5,"$5,467.03",11.282,84.0,12/01/2012,06-12-2018,624.57,paid,N/A,Business expansion,,,,
LOAN000214,CUST000703,BR049,home equity,25744.82,20728.84,6670.37,14.36,12.0,2014-10-08,15-10-03,,Paid Off,property,Business expansion,,0.0,630.0,Micheal Petty
LOAN000215,CUST001840,,Mortgage,32519.24,28379.9,25490.98,9.331,36.0,12-05-02,04/17/2015,903.31,Delinquent,N/A,Travel,282.0,13.0,610.0,Anita Williams
LOAN000216,CUST000678,BR042,Business,23122.83,18863.03,1892.52,2.757,48.0,"March 16, 2011","February 23, 2015",481.73,delinquent,N/A,Debt consolidation,332.0,8.0,338.0,Karen Mitchell
LOAN000217,CUST001049,BR007,Student,75684.48,65333.9,47825.62,2.657,84.0,15/11/2014,"October 09, 2021",901.01,paid off,Savings,Vehicle purchase,,0.0,381.0,Barbara Wells
LOAN000218,CUST003255,BR012,mortgage,65954.14,64292.96,55061.86,5.395,36.0,17-09-2012,09/02/2015,1832.06,Active,property,Emergency,0.0,,366.0,Mrs. Tiffany Torres
LOAN000219,CUST002291,BR035,Personal,37396.96,35740.58,22342.08,10.722,,06/06/2010,04/30/2017,44520.0,Active,property,Vehicle purchase,0.0,0.0,580.0,John Carter
LOAN000220,CUST001072,BR006,auto,47675.07,44824.01,42430.08,10.013,36.0,"March 02, 2018",02/14/2021,1324.31,Delinquent,,Vehicle purchase,12.0,21.0,414.0,Michelle Morris
LOAN000221,CUST002434,BR046,Student,60598.75,51476.02,58347.58,17.176,24.0,23/01/2019,99/99/9999,USD 2524.95,Delinquent,N/A,Home improvement,204.0,9.0,614.0,Austin Chavez
LOAN000222,CUST002799,BR006,Mortgage,77344.56,"66291,50095155276",50435.74,11.082,,2012-06-13,17-05-18,,Defaulted,Property,Travel,9.0,22.0,759.0,Christopher Short
LOAN000223,CUST002568,BR018,Home Equity,"$13,129.47",10773.29,USD 750.13,7.099,48.0,19-07-18,27/06/2023,27352.999999999996,Active,None,,,,637.0,Stephen Pacheco
LOAN000224,CUST003883,BR042,Student,,24914.05,13652.85,7.355,120.0,30-12-2021,"November 08, 2031",212.4,Paid Off,PROPERTY,Travel,0.0,0.0,353.0,Donna Mccormick
LOAN000225,CUST000495,BR002,Auto,74938.99,71961.83,52643.64,12.932,12.0,2020-04-19,2021-04-14,6244.92,Delinquent,Savings,Vehicle purchase,300.0,12.0,469.0,Zachary Fisher
LOAN000226,,BR050,Mortgage,36876.64,30577.5,18244.74,11.126,60.0,09/07/2021,26-06-13,614.61,Closed,,Vehicle purchase,,0.0,739.0,Courtney Clark
LOAN000227,CUST000156,BR004,Auto,38175.87,35867.17,,16.073,60.0,03/30/2017,04-03-2022,636.26,late,N/A,Medical,22.0,17.0,741.0,Jose Sheppard
LOAN000228,CUST003130,BR049,Home Equity,33356.98,31288.97,17909.98,6.588,120.0,14-05-25,02-04-2024,277.97,active,Property,Emergency,0.0,0.0,826.0,Tricia Sutton
LOAN000229,CUST002680,BR010,Auto,48265.82,46824.88,35006.47,8.275,12.0,99/99/9999,20-02-2022,4022.15,Paid Off,property,Emergency,,,509.0,Robert Chapman
LOAN000230,CUST002282,BR039,Mortgage,39670.26,39199.02,13180.66,6.212,360.0,99/99/9999,"August 16, 2048",110.2,Closed,Property,Medical,,,458.0,Karen Duncan
LOAN000231,CUST001603,BR042,Business,17277.93,16266.38,15787.65,10.14,,04-11-2015,09/12/2025,143.98,Current,,Wedding,0.0,0.0,721.0,William Mcdonald
LOAN000232,CUST001231,BR007,Home Equity,19716.28,19103.69,,8.933,180.0,23/10/2020,06/08/2035,$109.53,ACTIVE,Vehicle,Travel,,0.0,530.0,Danielle Pierce
LOAN000233,CUST004593,BR027,Home Equity,47953.16,41963.74,36500.27,12.719,60.0,11-05-28,05/01/2016,799.22,Delinquent,PROPERTY,,272.0,1.0,499.0,Rachel Mccarthy
LOAN000234,CUST003774,BR024,personal,31774.19,25504.27,23625.7,16.19,36.0,NULL,"January 01, 2019",882.62,late,Stocks,Education,131.0,23.0,383.0,Thomas Krueger
LOAN000235,CUST000738,BR046,Business,52029.65,50916.94,,5.32,36.0,2018-10-20,10/04/2021,1445.27,Past Due,N/A,Home improvement,285.0,8.0,338.0,Holly Gibson
LOAN000236,CUST001781,BR048,Auto,49332.56,42332.13,4136.12,13.396,60.0,99/99/9999,2020-10-21,822.21,Defaulted,PROPERTY,Home improvement,264.0,23.0,804.0,
LOAN000237,CUST004200,,Business,37613.24,30555.46,36714.59,7.241,180.0,NULL,01/10/2028,208.96,Defaulted,Vehicle,Home improvement,45.0,14.0,346.0,Heather Campbell
LOAN000238,CUST001417,BR018,Home Equity,51578.76,,36613.67,6.986,60.0,16-01-2021,25-12-21,859.65,Paid Off,PROPERTY,Debt consolidation,,0.0,,Susan Pace
LOAN000239,CUST004516,BR004,Home Equity,42226.56,34950.8,41120.9,15.595,120.0,,27/05/2031,351.89,Defaulted,N/A,Home improvement,147.0,10.0,569.0,Gary White
LOAN000240,CUST004262,BR050,Home Equity,40428.09,35963.11,12958.56,6.8,60.0,2010-10-21,09/25/2015,673.8,Active,Stocks,Emergency,0.0,,,James Fisher
LOAN000241,CUST004409,BR049,Personal,1000,843.15,749.66,9.829,60.0,"January 14, 2023",12/19/2027,16.67,Active,,Travel,0.0,0.0,452.0,William Conway
LOAN000242,CUST003399,BR022,Personal,26568.69,24264.06,21691.24,16.679,,2022-07-29,99/99/9999,738.02,Defaulted,Property,Education,259.0,7.0,471.0,Jeffrey Harris
LOAN000243,CUST003932,BR004,Auto,19449.02,18020.34,16733.77,12.423,,2021-03-16,2026-02-18,324.15,late,Vehicle,Emergency,213.0,10.0,374.0,Sarah Brown
LOAN000244,CUST004376,BR027,Home Equity,39428.94,32831.63,24887.35,3.862,180.0,24/08/2021,06-06-2036,219.05,Active,PROPERTY,Medical,,0.0,,William Jones
LOAN000245,CUST002682,BR031,Business,62975.52,60028.46,24772.15,16.266,36.0,"October 26, 2016",11-10-2019,1749.32,Paid Off,N/A,,,0.0,706.0,Erik Simmons
LOAN000246,CUST001245,BR024,Mortgage,50998.6,42087.94,23016.34,15.14,360.0,19-04-07,31-10-2048,141.66,Active,,Emergency,0.0,0.0,756.0,Jennifer Garza
LOAN000247,CUST001339,BR003,Business,27910.81,,27261.91,6.171,120.0,22-05-2016,31-03-2026,232.59,paid off,Property,Medical,,0.0,450.0,Rachel Rodriguez
LOAN000248,CUST000111,BR006,Auto,65494.79,62903.81,10374.17,10.686,84.0,07/01/2010,25-05-2017,779.7,Paid Off,N/A,Business expansion,0.0,0.0,597.0,Nicholas Lewis
LOAN000249,CUST000538,BR026,mortgage,30126.53,28000.63,4120.49,5.157,36.0,14/02/2015,29-01-2018,836.85,DELINQUENT,Stocks,Medical,154.0,18.0,814.0,Richard Johnson
LOAN000250,CUST004739,BR012,Student,30307.04,28261.64,29726.66,2.897,60.0,"September 29, 2021","September 03, 2026",505.12,DEFAULT,Vehicle,Emergency,124.0,21.0,614.0,
LOAN000251,CUST004183,,Business,55057.01,46504.97,41231.96,16.121,360.0,99/99/9999,01/10/2047,152.94,Delinquent,Stocks,Business expansion,307.0,17.0,,William Evans
LOAN000252,CUST000065,BR014,Mortgage,,22754.93,3465.54,16.063,240.0,"May 03, 2022",18/01/2042,103.74,Defaulted,N/A,Vehicle purchase,357.0,8.0,684.0,Luis Smith
LOAN000253,CUST002458,BR007,Home Equity,28575.08,"$28,433.23",18552.86,13.906,60.0,21/12/2014,2019-11-25,476.25,Defaulted,PROPERTY,Wedding,220.0,15.0,576.0,Julia Hernandez
LOAN000254,CUST004303,BR034,Business,"$49,046.53",39416.65,32421.66,6.882,36.0,05-10-2013,19-09-2016,1362.4,Open,none,Vehicle purchase,0.0,0.0,609.0,Anita Hart
LOAN000255,CUST001601,BR038,Mortgage,25648.89,25080.65,7368.18,3.919,84.0,22/05/2016,16/04/2023,305.34,Closed,property,Medical,0.0,,544.0,Alyssa Brooks
LOAN000256,CUST002449,BR048,Mortgage,"$67,473.47",59938.9,7248.22,4.502,240.0,18/04/2016,36-01-04,281.14,Current,PROPERTY,,,,483.0,
LOAN000257,CUST000681,BR011,Home Equity,61115.96,57952.45,52431.98,6.793,48.0,"August 17, 2011",2015-07-27,1273.25,late,Stocks,Business expansion,46.0,7.0,493.0,Stacey Miles
LOAN000258,CUST000666,BR036,Mortgage,15318.91,14780.65,562648.0,3.03,60.0,"February 08, 2011",16-01-13,255.32,Open,Stocks,Travel,,0.0,412.0,David Wallace
LOAN000259,CUST001514,BR034,Personal,8512.47,"7337,3677463689255",7455.54,9.995,120.0,"September 25, 2021","August 04, 2031",70.94,Active,None,Debt consolidation,,,477.0,Alexis Gonzalez
LOAN000260,CUST000136,BR004,Business,21938.7,17680.16,14503.11,14.043,84.0,2014-01-16,2020-12-10,26118.0,Active,Stocks,,0.0,,419.0,Timothy Chapman
LOAN000261,CUST001823,BR019,Personal,88649.11,86517.2,41896.25,10.671,48.0,99/99/9999,2016-08-13,1846.86,Defaulted,property,Debt consolidation,134.0,15.0,323.0,Amanda Le
LOAN000262,CUST002963,BR009,Mortgage,50029.02,4948576.497316406,,12.011,180.0,"July 25, 2013",99/99/9999,277.94,DEFAULTED,property,Medical,296.0,17.0,308.0,Laura Villarreal
LOAN000263,CUST000846,BR026,Personal,,9883.26,11309.15,9.515,84.0,08/31/2017,99/99/9999,134.94,Active,Vehicle,Education,,0.0,,Brenda Boyd
LOAN000264,CUST000108,BR026,Auto,73460.08,69330.76,47648.03,3.919,120.0,08/19/2020,28-06-2030,$612.17,Paid Off,N/A,Medical,0.0,,,Stephanie Rosales
LOAN000265,CUST004244,BR015,Business,84289.16,"$79,807.85",41440.6,7.74,60.0,13-01-09,14-12-2017,1404.82,Defaulted,None,Medical,125.0,11.0,,
LOAN000266,CUST003180,BR011,Auto,45403.34,45304.24,33104.31,4.626,48.0,18-05-17,26/04/2022,945.9,Charged Off,property,Debt consolidation,360.0,19.0,501.0,Hannah Gaines
LOAN000267,CUST004340,BR001,Business,,12019.22,11404.12,17.98,,"December 20, 2019",13/11/2026,154.37,Delinquent,,Debt consolidation,54.0,5.0,401.0,Debbie Ayala
LOAN000268,CUST004349,BR020,Business,37582.17,33555.52,13026.12,5.924,180.0,23-07-2016,31-05-06,208.79,PAST DUE,Property,Emergency,329.0,15.0,,Jessica Arellano
LOAN000269,CUST000440,BR019,Home Equity,45262.5,44053.63,27640.24,14.225,360.0,02/14/2017,46-09-10,,Paid Off,None,Wedding,,,555.0,Samuel Abbott
LOAN000270,CUST000457,BR049,Student,82945.59,69281.31,7309.47,,360.0,07/15/2022,"February 08, 2052",230.4,PAST DUE,property,Travel,224.0,23.0,511.0,Robert Reese
LOAN000271,CUST004908,BR023,Auto,"47054,63",42887.87,22298.79,,36.0,"July 20, 2020",05-07-2023,1307.07,charged off,Vehicle,Wedding,335.0,7.0,384.0,Michael Martin
LOAN000272,CUST002289,BR002,Student,43506.01,35136.05,24089.94,13.853,36.0,2012-10-13,"September 28, 2015",1208.5,DELINQUENT,Savings,Education,53.0,22.0,518.0,Shannon Cooper
LOAN000273,CUST003028,BR024,Mortgage,49670.12,49417.04,2279.19,12.958,240.0,"July 22, 2015",08/04/2035,,Defaulted,property,Wedding,81.0,5.0,357.0,Richard Key
LOAN000274,CUST000150,BR001,Home Equity,75993.19,64918.98,44085.47,6.222,60.0,2022-12-20,11/24/2027,1266.55,paid,property,Wedding,0.0,,306.0,Sarah Reyes
LOAN000275,CUST004562,BR024,Home Equity,25979.81,22443.2,2275.13,12.599,240.0,21-10-31,07/18/2041,108.25,Defaulted,Stocks,Wedding,318.0,2.0,763.0,Claudia Reyes
LOAN000276,CUST003691,,Business,,47288.9,39777.63,11.733,12.0,27-07-2010,2011-07-22,4162.76,Current,,Debt consolidation,,,325.0,Michael Lee
LOAN000277,CUST002449,BR006,Student,42299.42,42249.46,USD 24886.10,16.954,180.0,2011-08-03,16/05/2026,235.0,Paid Off,Stocks,Medical,0.0,,,Peggy Hall
LOAN000278,CUST002921,BR022,Student,12933.37,10833.74,1043.05,,360.0,08/05/2021,01/03/2051,35.93,PAST DUE,Stocks,Emergency,161.0,6.0,469.0,Breanna Davis
LOAN000279,CUST004298,BR039,Student,9231.92,7824.99,6432.98,2.956,240.0,02/04/2020,"October 22, 2039",38.47,Delinquent,Savings,Wedding,287.0,22.0,329.0,Kelly Lane
LOAN000280,CUST002799,BR035,Mortgage,41018.57,37416.77,4234.82,9.778,36.0,2022-01-29,13-01-2025,1139.4,Defaulted,Property,Home improvement,154.0,19.0,600.0,Dennis Beltran
LOAN000281,CUST000059,BR031,Mortgage,31247.15,26064.27,6921.91,16.484,24.0,"March 24, 2019",2021-03-13,1301.96,Active,none,Home improvement,0.0,0.0,781.0,Bonnie Jones
LOAN000282,CUST001100,BR015,Mortgage,11155.11,9435.42,11080.08,15.028,,21-12-2013,14-11-2020,132.8,Defaulted,Savings,Wedding,80.0,18.0,688.0,Mariah Rose
LOAN000283,CUST001089,BR025,Mortgage,40225.05,33884.21,17523.16,6.461,36.0,28-02-2021,24-02-13,1117.36,active,Property,,0.0,0.0,474.0,Kristy Norris
LOAN000284,CUST004274,BR030,Auto,57444.94,49410.98,,7.73,12.0,"July 07, 2020",02/07/2021,4787.08,Closed,Savings,Home improvement,0.0,0.0,539.0,Joyce Peterson
LOAN000285,CUST004459,BR046,Mortgage,17381.0,15849.61,1433.77,8.928,60.0,20-06-01,2025-05-06,289.68,Defaulted,N/A,,111.0,3.0,692.0,Tonya Reynolds
LOAN000286,CUST002108,BR018,Personal,"$18,835.39",,9643.74,6.836,24.0,09-06-2014,2016-05-29,784.81,Active,PROPERTY,Medical,0.0,0.0,352.0,Manuel Vaughn
LOAN000287,CUST000839,BR007,Business,1000,897.07,111.5,10.979,360.0,2016-05-15,12/09/2045,2.78,Active,Property,Home improvement,0.0,,691.0,Kevin Clark
LOAN000288,CUST002032,BR036,Home Equity,35803.76,"33008,323882534285",22934.27,3.895,84.0,99/99/9999,27-03-2028,426.24,Defaulted,PROPERTY,Emergency,97.0,15.0,648.0,Julie Pugh
